confidence,description,domainelement_pk,frequency,id,jsondata,markup_description,name,pk,valueset_pk
,,394,,83A-iqu,{},,,52459,52459
,,394,,83A-irr,{},,,43466,43466
,,394,,83A-iri,{},,,38036,38036
,,394,,83A-ita,{},,,37909,37909
,,394,,83A-ito,{},,,52245,52245
,,394,,83A-iwa,{},,,47522,47522
,,394,,83A-kwy,{},,,67174,67174
,,394,,83A-ixi,{},,,50737,50737
,,394,,83A-izi,{},,,32800,32800
,,394,,83A-jab,{},,,43771,43771
,,394,,83A-jak,{},,,50686,50686
,,394,,83A-jar,{},,,33049,33049
,,394,,83A-juh,{},,,31295,31295
,,394,,83A-juk,{},,,32826,32826
,,394,,83A-jmo,{},,,35334,35334
,,394,,83A-kby,{},,,32118,32118
,,394,,83A-kbl,{},,,35837,35837
,,394,,83A-kdz,{},,,42861,42861
,,394,,83A-kdw,{},,,53545,53545
,,394,,83A-kad,{},,,34306,34306
,,394,,83A-kgr,{},,,33586,33586
,,394,,83A-kls,{},,,49618,49618
,,394,,83A-kba,{},,,33524,33524
,,394,,83A-kam,{},,,43454,43454
,,394,,83A-kan,{},,,32947,32947
,,394,,83A-knk,{},,,36345,36345
,,394,,83A-kpm,{},,,42616,42616
,,394,,83A-kar,{},,,35489,35489
,,394,,83A-kbw,{},,,40258,40258
,,394,,83A-kpw,{},,,40218,40218
,,394,,83A-ksg,{},,,40283,40283
,,394,,83A-kmj,{},,,35083,35083
,,394,,83A-kas,{},,,37351,37351
,,394,,83A-xsm,{},,,70896,70896
,,394,,83A-ksn,{},,,70702,70702
,,394,,83A-ktc,{},,,34315,34315
,,394,,83A-ktl,{},,,31424,31424
,,394,,83A-kau,{},,,44083,44083
,,394,,83A-kyl,{},,,40234,40234
,,394,,83A-kel,{},,,44241,44241
,,394,,83A-ken,{},,,35452,35452
,,394,,83A-ker,{},,,35985,35985
,,394,,83A-kte,{},,,33924,33924
,,394,,83A-khs,{},,,41990,41990
,,394,,83A-khm,{},,,42204,42204
,,394,,83A-kmu,{},,,42041,42041
,,394,,83A-khn,{},,,64803,64803
,,394,,83A-kik,{},,,33503,33503
,,394,,83A-klv,{},,,43947,43947
,,394,,83A-kil,{},,,33938,33938
,,394,,83A-kga,{},,,33691,33691
,,394,,83A-kin,{},,,33850,33850
,,394,,83A-kri,{},,,52761,52761
,,394,,83A-krb,{},,,44681,44681
,,394,,83A-kir,{},,,32130,32130
,,394,,83A-kla,{},,,31898,31898
,,394,,83A-koe,{},,,34659,34659
,,394,,83A-kkt,{},,,44423,44423
,,394,,83A-xbi,{},,,69420,69420
,,394,,83A-kzy,{},,,38778,38778
,,394,,83A-kom,{},,,35762,35762
,,394,,83A-kon,{},,,33704,33704
,,394,,83A-kni,{},,,56894,56894
,,394,,83A-kje,{},,,52650,52650
,,394,,83A-kfe,{},,,32010,32010
,,394,,83A-kos,{},,,44704,44704
,,394,,83A-kch,{},,,34379,34379
,,394,,83A-kre,{},,,35263,35263
,,394,,83A-kro,{},,,34328,34328
,,394,,83A-kuo,{},,,47345,47345
,,394,,83A-kut,{},,,49279,49279
,,394,,83A-kwa,{},,,44880,44880
,,394,,83A-kwk,{},,,49486,49486
,,394,,83A-kwn,{},,,33898,33898
,,394,,83A-kyq,{},,,49506,49506
,,394,,83A-laa,{},,,34286,34286
,,394,,83A-lab,{},,,69208,69208
,,394,,83A-lac,{},,,50621,50621
,,394,,83A-lag,{},,,36298,36298
,,394,,83A-lmh,{},,,43342,43342
,,394,,83A-lmg,{},,,36090,36090
,,394,,83A-lmu,{},,,71174,71174
,,394,,83A-lmp,{},,,42961,42961
,,394,,83A-lgi,{},,,33574,33574
,,394,,83A-lan,{},,,34946,34946
,,394,,83A-lao,{},,,42368,42368
,,394,,83A-lat,{},,,38362,38362
,,394,,83A-leb,{},,,33436,33436
,,394,,83A-leg,{},,,56248,56248
,,394,,83A-agb,{},,,62213,62213
,,394,,83A-lel,{},,,35961,35961
,,394,,83A-llm,{},,,32531,32531
,,394,,83A-len,{},,,44517,44517
,,394,,83A-let,{},,,43394,43394
,,394,,83A-lew,{},,,45016,45016
,,394,,83A-lil,{},,,49595,49595
,,394,,83A-lnd,{},,,32328,32328
,,394,,83A-lin,{},,,33415,33415
,,394,,83A-lit,{},,,38388,38388
,,394,,83A-ldo,{},,,33167,33167
,,394,,83A-lgu,{},,,44859,44859
,,394,,83A-lon,{},,,44214,44214
